bh_pub_index;bh_pub_XCOORD;bh_pub_YCOORD;bh_pub_ZCOORDB;bh_pub_ORIGNAME;bh_pub_NAMEPUB;bh_pub_SHORTNAME;bh_pub_BOHREDAT;bh_pub_BOHRTYP;bh_pub_GRUND;bh_pub_RESTRICTIO;bh_pub_TIEFEMD;bh_pub_DEPTHFROM;bh_pub_DEPTHTO;bh_pub_LAYERDESC;bh_pub_ORIGGEOL;bh_pub_LITHOLOGY;bh_pub_LITHOSTRAT;bh_pub_CHRONOSTR;bh_pub_TECTO;bh_pub_USCS1;bh_pub_USCS2;bh_pub_USCS3;bh_pub_geometry;bh_pub_geom4326;bh_pub_x4326;bh_pub_y4326
65672;2539775.0;1173490.0;660.56;Essertines_1;Essertines_1;I95RV03900;1963-07-22;B;geotherm;f;2936.1;1840.0;1878.6;"Tonstein, schwarzgrau, schwach kalkig bis fast kalkfrei, siltig bis nach unten abnehmend schwach feinsandig, wechselnd, z.T. mäßig stark glimmerstaubig, manchmal winzige und vereinzelte größere Pyritkügelchen, ausnahmsweise goldglänzende Pyritadern, selten mit
Kluftkalzit, in Sp. 1876 m mit vereinzelten Fossilresten, sehr fest, stückiger-unregelmäßiger Bruch; daneben wenig Kalk- und Kalkmergelstein als Nachfall; in Sp. 1864 m, 1866 m und 1876 m etwas Bohrschmand.";Aalénien (Opalinuston ab ca. 1811 m);SkpTo;;jmA;;;;;POINT (2539775 1173490);POINT (6.65103871477282 46.70988884418609);6.65103871477282;46.709888844186096
65673;2539775.0;1173490.0;660.56;Essertines_1;Essertines_1;I95RV03900;1963-07-22;B;geotherm;f;2936.1;1878.6;1884.6;"5,2 m Gewinn
Tonstein, schwarzgrau, schwach bis sehr schwach kalkig, etwas siltig, kräftig glimmerstaubig, mit viel Pyrit in Form von Staub oder von bis mehrere mm großen Ballen, auch cm- langen Adern; sehr fest,
schwach mild (s. Berichte-pdf S.86).";Aalénien (Opalinuston ab ca. 1811 m);SkpTo;;jmA;;;;;POINT (2539775 1173490);POINT (6.65103871477282 46.70988884418609);6.65103871477282;46.709888844186096
65674;2539775.0;1173490.0;660.56;Essertines_1;Essertines_1;I95RV03900;1963-07-22;B;geotherm;f;2936.1;1884.6;1906.0;Tonstein, schwarzgrau, sehr schwach bis schwach kalkig, Kalkgehalt ab Sp. 1892 m nach unten lang sam ansteigend, siltig, vereinzelt Pyritstaub, selten Fossilreste, mäßig stark glimmerstaubig, sehr wenig Kluftkalzit, sehr fest, stückiger- splitteriger Bruch, bei zunehmendem Kalkgehalt stückig-kantig brechend.;Aalénien (Opalinuston ab ca. 1811 m);SkpTo;;jmA;;;;;POINT (2539775 1173490);POINT (6.65103871477282 46.70988884418609);6.65103871477282;46.709888844186096
65675;2539775.0;1173490.0;660.56;Essertines_1;Essertines_1;I95RV03900;1963-07-22;B;geotherm;f;2936.1;1906.0;1912.0;Gestein wie in Sp. 1886 - 1904 m.;Toarcien -? Lias zeta;SkpTo;;jfT;;;;;POINT (2539775 1173490);POINT (6.65103871477282 46.70988884418609);6.65103871477282;46.709888844186096
65689;2539775.0;1173490.0;660.56;Essertines_1;Essertines_1;I95RV03900;1963-07-22;B;geotherm;f;2936.1;1912.0;1914.0;Tonstein, schwarzgrau, schwach kalkig, wenig siltig, etwas Pyritstaub, mäßig stark glimmerstaubig, etwas Kluftkalzit, sehr fest.;Toarcien - ? Lias zeta;SkpTo;;jfT;;;;;POINT (2539775 1173490);POINT (6.65103871477282 46.70988884418609);6.65103871477282;46.709888844186096
65690;2539775.0;1173490.0;660.56;Essertines_1;Essertines_1;I95RV03900;1963-07-22;B;geotherm;f;2936.1;1914.0;1922.0;"Tonmergelstein, dunkelgrau, nur mäßig kalkig mit Ubergängen in schwarzgrauen Tonstein, ab und besonders in Sp. 1916 m auch Übergänge
in helleren Kalkmergelstein, wenig siltig, schwach bis mäßig glimmerstaubig, mit wenig Fossildetritus, etwas Pyritstaub, einzelne
Kluftkalzitadern, sehr fest, stückiger- kantiger Bruch; daneben überwiegend schwarzgrauer Tonstein wie in Sp. 1886 - 1912 m.";Toarcien - ? Lias zeta;SkpTm;;jfT;;;;;POINT (2539775 1173490);POINT (6.65103871477282 46.70988884418609);6.65103871477282;46.709888844186096
65691;2539775.0;1173490.0;660.56;Essertines_1;Essertines_1;I95RV03900;1963-07-22;B;geotherm;f;2936.1;1922.0;1930.0;"Mergelstein bis Kalkmergelstein, mittel- bis dunkelgrau, öfter mit schwachem Braunton, wechselnd kalkig, mit gelegentlichen Übergängen
in dunkleren Tonmergelstein wie in Sp. 1914 - 1920 m, praktisch sandfrei, sporadisch sehr feine ?Glimmer, manchmal etwas pyritstaubig, äußerst selten Feinglaukonit Kalkmergelstein sehr selten von dunklen Tonschlieren
durchzogen, selten undeutliche Fossilreste (umkristallisiert), mäßig hart,
unregelmäßiger- stückiger Bruch, mäßig mild; daneben etwas, besonders in Sp. 1926 m, Tonstein wie in Sp. 1886 - 1912 m.";Toarcien - ? Lias zeta;SkpMe;;jfT;;;;;POINT (2539775 1173490);POINT (6.65103871477282 46.70988884418609);6.65103871477282;46.709888844186096
65688;2539775.0;1173490.0;660.56;Essertines_1;Essertines_1;I95RV03900;1963-07-22;B;geotherm;f;2936.1;1930.0;1936.0;"Mergelstein, dunkelgrau bis gelegentlich mittelgrau, bei hellerer Farbe manchpal braunstichig, schwach schluffig (praktisch sandfrei), vereinzelte Staubglimmer, etwas pyritstaubig, Ubergänge unter zunehmendem Glimmergehalt in etwas siltigen, kalkigen, schwarzgrauen Tonstein, sehr fest bis manchmal mäßig hart, unregelmäßiger- stückiger Bruch, bei Ubergängen in Tonstein auch splitterig; daneben wenig Kalkmergelstein wie in Sp. 1922 - 1928 m.";Toarcien - ? Lias zeta;SkpMe;;jfT;;;;;POINT (2539775 1173490);POINT (6.65103871477282 46.70988884418609);6.65103871477282;46.709888844186096
65677;2539775.0;1173490.0;660.56;Essertines_1;Essertines_1;I95RV03900;1963-07-22;B;geotherm;f;2936.1;1936.0;1940.0;"Mergelstein bis Tonmergelstein, dunkelgrau, gelegentlich etwas heller, mit zum Liegenden langsam zunehmendem Tongehalt, mit einzelnen
Staubglimmern, selten Silt- bis Feinsandquarze, etwas Pyritstaub und manchmal kleine Pyrit bällchen, selten mit feinem Kluftkalzit, mehr fach
Übergänge in schwarzgrauen, ziemlich glimmerstaubigen, kalkigen Tonstein, sehr fest.";Toarcien - ? Lias zeta;SkpMe;;jfT;;;;;POINT (2539775 1173490);POINT (6.65103871477282 46.70988884418609);6.65103871477282;46.709888844186096
65678;2539775.0;1173490.0;660.56;Essertines_1;Essertines_1;I95RV03900;1963-07-22;B;geotherm;f;2936.1;1940.0;1942.0;"Tonstein bis Tonmergelstein, dunkelgrau, manchmal heller oder auch dunkler, wechselnd kalkig, kaum siltig, mäßig glimmerstaubig, einzelne
Pyritfünkchen und kleine Pyritballen mit bunten Anlauffarben, selten Kluftkalzit, sehr fest, stückiger bis schwach splitteriger Bruch.";Toarcien - ? Lias zeta;SkpTo;;jfT;;;;;POINT (2539775 1173490);POINT (6.65103871477282 46.70988884418609);6.65103871477282;46.709888844186096
65679;2539775.0;1173490.0;660.56;Essertines_1;Essertines_1;I95RV03900;1963-07-22;B;geotherm;f;2936.1;1942.0;1952.0;"Tonstein, dunkel- bis schwarzgrau, wechselnd kalkig, praktisch sandfrei, mäßig glimmerstaubig, wenig Pyrit, selten Kluftkalzit, in Sp. 1942 m selten mit Prismen von Muschel schalen, sehr fest, stückig- splitteriger Bruch;
vereinzelte Mergel- und Kalkmergelsteinbröckchen (wohl Nachfall).";Toarcien - ? Lias zeta;SkpTo;;jfT;;;;;POINT (2539775 1173490);POINT (6.65103871477282 46.70988884418609);6.65103871477282;46.709888844186096
65676;2539775.0;1173490.0;660.56;Essertines_1;Essertines_1;I95RV03900;1963-07-22;B;geotherm;f;2936.1;1952.0;1974.0;"Tonstein, dunkelgrau, wechselnd schwach bis mäßig kalkig, ab Sp. 1970 m mit zunehmendem Kalkgehalt, vereinzelte Übergänge in Tonmergelstein
- bei gleichzeitiger Aufhellung der Gesteinsfarbe, weitgehend siltfrei, nur vereinzelte Bröckchen, besonders ab Sp. 1966 m, mit geringem Siltanteil, schwach staubglimmerig, mehrfach Pyrit in Form von Fünkchen,
Ballen oder Adern von rundem bis ovalem Querschnitt, in Sp. 1972 m einzelne Bröckchen mit geringem Glaukonitanteil, vereinzelte Schalenreste, in Sp. 1958 m ein kleines pyritisiertes Ammonitenbruchstück, wenige Kluftkalzitadern, vereinzelt Bröckchen mit
Harnischflächen, sehr fest, unregelmäßiger stückiger Bruch; wenig Nachfall von meist oolithischem Kalkstein; Sp. 1962 m stark durch schwarzgrauen Tonstein ?verunreinigt; in Sp. 1968 m Nachfall aus Kreide und Malm ; in Sp. 1970 m etwas Bohrschmand.";Toarcien - Lias zeta;SkpTo;;jfT;;;;;POINT (2539775 1173490);POINT (6.65103871477282 46.70988884418609);6.65103871477282;46.709888844186096
65680;2539775.0;1173490.0;660.56;Essertines_1;Essertines_1;I95RV03900;1963-07-22;B;geotherm;f;2936.1;1974.0;1978.0;"Mergelstein bis Kalkmergelstein, dunkel- bis mittelgrau, wechselnd kalkig, z.T. Übergänge in tonigen Kalkstein, häufiger auch in dunkelgrauen Tonstein wie vorher, wohl silt-frei, vereinzelte Glimmer, meist mäßig hart,
stückiger- unregelmäßiger Bruch, meist ziemlich glatte Bruchflächen; etwas Bohrschmand.";Toarcien - Lias zeta;SkpTo;;jfT;;;;;POINT (2539775 1173490);POINT (6.65103871477282 46.70988884418609);6.65103871477282;46.709888844186096
65681;2539775.0;1173490.0;660.56;Essertines_1;Essertines_1;I95RV03900;1963-07-22;B;geotherm;f;2936.1;1978.0;1980.0;Tonmergelstein bis Mergelkalkstein, überwiegend dunkelgrau, manchmal etwas heller, wechselnd kalkig, auch Übergänge in Kalkmergelstein bis tonigen Kalkstein, kaum siltig, mit schwachem Staubglimmergehalt, hellere Bröckchen sehr selten mit grünen Feinglaukonitkörnern, vereinzelt Pyrit, sehr fest bis mässig hart, unregelmäßiger, stückiger bis leicht splitteriger Bruch.;Toarcien - Lias epsilon;SkpTm;;jfT;;;;;POINT (2539775 1173490);POINT (6.65103871477282 46.70988884418609);6.65103871477282;46.709888844186096
65683;2539775.0;1173490.0;660.56;Essertines_1;Essertines_1;I95RV03900;1963-07-22;B;geotherm;f;2936.1;1980.0;1984.0;Tonstein bis - in Sp. 1982 m überwiegend - Tonmergelstein, dunkel- bis öfter schwarzgrau, meist nur schwach kalkig, kaum siltig, etwas glimmerstaubig, vereinzelt Pyrit, sehr fest, unregelmäßiger, stückiger Bruch.;Toarcien - Lias epsilon;SkpTo;;jfT;;;;;POINT (2539775 1173490);POINT (6.65103871477282 46.70988884418609);6.65103871477282;46.709888844186096
65684;2539775.0;1173490.0;660.56;Essertines_1;Essertines_1;I95RV03900;1963-07-22;B;geotherm;f;2936.1;1984.0;1990.0;"Kalkstein, mittel- bis dunkelgrau, tonig, einzelne Bröckchen mit stärkerer Pyritführung, sonst selten Pyrit, vereinzelte Kluftkalzittapeten mit feinkristallinem Kalkspatbesatz, wenige Fossilreste, mäßig hart, stückiger
Bruch, mäßig glatte Bruchflächen (s. Berichte-pdf S. 90).";Toarcien - Lias epsilon;Sbc;;jfT;;;;;POINT (2539775 1173490);POINT (6.65103871477282 46.70988884418609);6.65103871477282;46.709888844186096
65685;2539775.0;1173490.0;660.56;Essertines_1;Essertines_1;I95RV03900;1963-07-22;B;geotherm;f;2936.1;1990.0;1996.7;"Tonsiltstein bis manchmal- besonders in Sp. 1990 + 1996 m - Kalksiltstein, mittel- bis dunkelgrau, kalkig, nach unten insgesamt mit
sinkendem Kalkanteil bei gleichzeitiger Zunahme des Tongehalts, feinsandig, max. Korngrößen etwas über 0,1 mm, wechselnd mäßig
pyritstaubig, mäßiger Feinglimmergehalt, vereinzelte Tonhäutchen, in Sp. 1990 m ausnahmsweise grünliche ?Glaukonitfetzen, i.a. sehr fest, schwach rauh; daneben in Sp. 1990 m sehr reichlich, darunter abnehmend Tonstein, dunkel bis schwarzgrau, schwach bis sehr schwach kalkig, weitgehend siltfrei, ziemlich glimmerstaubig, sehr fest, Bruch stückig-splitterig;
daneben wenig toniger Kalkstein wie in Sp. 1984 - 1988 m (s. Berichte pdf S. 90).";Toarcien - Lias epsilon;SkpTo;;jfT;;;;;POINT (2539775 1173490);POINT (6.65103871477282 46.70988884418609);6.65103871477282;46.709888844186096
65682;2539775.0;1173490.0;660.56;Essertines_1;Essertines_1;I95RV03900;1963-07-22;B;geotherm;f;2936.1;1996.7;2004.0;"5,8 m Gewinn
0,1 m (einige faustgroße Brocken, Nachfall)
Tonstein, tiefdunkelgrau, schwach kalkig, weitgehend siltfrei, schwach bis mäßig glimmerstaubig, mit geringem Pyritgehalt, mit Abdrücken und Resten von Muscheln und Pecten; sehr fest, etwas zäh; ungeschichtet;
unregelmäßiger, stückiger Bruch (s Berichte-pdf S. 91).";Toarcien - Lias epsilon;SkpTo;;jfT;;;;;POINT (2539775 1173490);POINT (6.65103871477282 46.70988884418609);6.65103871477282;46.709888844186096
65686;2539775.0;1173490.0;660.56;Essertines_1;Essertines_1;I95RV03900;1963-07-22;B;geotherm;f;2936.1;2004.0;2090.0;"Probe stark durch Nachfall verunreinigt; im wesentlichen grobe Cuttings von meist tiefdunkelgrauem, schwach kalkigem, glimmerstaubigem
Tonstein; daneben etwas dunkel- bis schwach mittelgrauer, ziemlich glimmeriger, mergeliger Siltstein; außerdem einzelne grobe Bröckchen aus quergefaserten Kalzitlanellen, mit dunkelbrauner, schlieriger Ölfärbung,
Chloroformauszug positiv, UV - Lumineszenz nicht erkennbar (Vielleicht Nachfall).";Pliensbachien - Lias delta;SkpTo;;jfP;;;;;POINT (2539775 1173490);POINT (6.65103871477282 46.70988884418609);6.65103871477282;46.709888844186096
65687;2539775.0;1173490.0;660.56;Essertines_1;Essertines_1;I95RV03900;1963-07-22;B;geotherm;f;2936.1;2090.0;2092.0;"Kalkstein, mittel- bis dunkelgrau, mäßig in Sp. 2091 m stark tonig, einzelne Glimmer, wenig Pyrit, einzelne dunkle Tonhäutchen, mehrfach mit weißem Kluftkalzit, hart, splitterig, in Sp. 2090 m i.a. schwach in Sp. 2091 m mäßig rauh; daneben besonders in Sp. 2090 m dunkelgrauer, etwas glimmeriger, kalkiger Tonstein, mit einzelnen Übergängen in etwas helleren Mergelstein; in Sp. 2090 m ein Belemnitenbruchstück; etwas Nachfall von oolithischem und gelblichem Kalkstein.";Pliensbachien - Lias gamma;Sbc;;jfP;;;;;POINT (2539775 1173490);POINT (6.65103871477282 46.70988884418609);6.65103871477282;46.709888844186096
65945;2539775.0;1173490.0;660.56;Essertines_1;Essertines_1;I95RV03900;1963-07-22;B;geotherm;f;2936.1;2092.0;2098.0;"Kalkstein, hell- bis mittelgrau, etwas tonig, manchmal Ubergänge in mittel- bis dunkelgrauen Kalkstein wie in Sp. 2090 + 2091 m, sporadisch
Glaukonit, fein- bis feinstkörnig, mürbe bis sehr fest, abgerundete bis manchmal fast splitterige Cuttings; daneben sehr viel, ab Sp. 2093 m überwiegend Kalkstein wie in Sp. 2090 + 2091 m, jedoch nur selten mit Kluft kalzit; außerdem reichlich dunkelgrauer, kalkiger, etwas glimmeriger Tonstein; in Sp. 2093 m ausnahmsweise schwach spätiger, splitteriger, toniger, pyritisierter Kalkstein mit rostfarbener Tönung (wahrscheinlich rostiger Pyrit).";Pleinsbachien - Lias gamma;Sbc;;jfP;;;;;POINT (2539775 1173490);POINT (6.65103871477282 46.70988884418609);6.65103871477282;46.709888844186096
65946;2539775.0;1173490.0;660.56;Essertines_1;Essertines_1;I95RV03900;1963-07-22;B;geotherm;f;2936.1;2098.0;2114.0;"Tonstein, dunkelgrau, mäßig, manchmal stärker kalkig, mäßig glimmerstaubig, etwas Pyrit, manchmal grobe Pyritballen, in Sp. 2101 m
einzelne Bröckchen mit Fossilschutt, gelegentlich mit wenig Kluftkalzit, sehr fest, unregelmäßiger bis splitteriger Bruch, etwas mild; etwas dunkelgrauer Mergelstein bis manchmal toniger Kalkstein; außerdem gelegentlich mittel- bis dunkelgrauer, kalkiger, ordentlich glimmeriger, siltiger Tonstein, kantengerundete Cuttings (wohl Nachfall); besonders in Sp. 2099 m und 2113 m Kalkstein wie in Sp. 2092 - 2097 m; in Sp. 2102 - 2107 m und Sp. 2111 m einzelne, in Sp. 2103 m mehrere Bröckchen aus quergefasertem Kalzit, vereinzelt eingebettet in dunklen Tonstein, mit feinen Kalzittapeten, in den mehrfach auftretenden kleinen Kavernen, mit fleckiger, dunkelbrauner Olimprägnation, Chloroformauszug positiv, dunkelockerfarbene Lumineszenz.";Lotharingien - Lias beta;SkpTo;;jf;;;;;POINT (2539775 1173490);POINT (6.65103871477282 46.70988884418609);6.65103871477282;46.709888844186096
65947;2539775.0;1173490.0;660.56;Essertines_1;Essertines_1;I95RV03900;1963-07-22;B;geotherm;f;2936.1;2114.0;2132.0;"17,0 m Gewinn
Tonstein, tiefdunkelgrau, wechselnd schwach bis mäßig kalkig, Kalkgehalt insgesamt gegen Krone etwas zunehmend, staubsandfrei, schwach
glimmerstaubig, etwas Pyrit, z.T. in Form kleiner Ballen, manchmal Anhäufung feinster Kügelchen (s. Berichte-pdf S. 98).";Lotharingien - Lias beta;SkpTo;;jf;;;;;POINT (2539775 1173490);POINT (6.65103871477282 46.70988884418609);6.65103871477282;46.709888844186096
65944;2539775.0;1173490.0;660.56;Essertines_1;Essertines_1;I95RV03900;1963-07-22;B;geotherm;f;2936.1;2132.0;2135.0;"Proben stark verunreinigt durch Nachfall; überwiegend tiefdunkelgrauer, kalkiger, etwas glimmeriger Tonstein; etwas Silttonstein; wenig dunkelgrauer, toniger, splitteriger Kalkstein.";Lotharingien - Lias beta;SkpTo;;jf;;;;;POINT (2539775 1173490);POINT (6.65103871477282 46.70988884418609);6.65103871477282;46.709888844186096
65986;2539775.0;1173490.0;660.56;Essertines_1;Essertines_1;I95RV03900;1963-07-22;B;geotherm;f;2936.1;2135.0;2160.0;"Kalkstein, hell- bis mittelgrau, mehrfach auch in mittel- bis dunkelgrau übergehend, tonig, selten mit feinen dunklen Tonadern, mit vereinzelten
kleinen, dunklen Mineralkörnern, wenige Fossilreste, etwas Pyrit, staubkörnig, Cuttings im Inneren öfter auch mikrokristallin, fest bis
manchmal mürbe und zerreiblich, oft kantengerundete Bröckchen; daneben etwas durchgehend mittel- bis dunkelgrauer, toniger, splitteriger
Kalkstein, mit Übergängen in Mergelstein, selten auch kalkigen Tonstein; außerdem in wechselnden, mäßigen Anteilen tiefdunkelgrauer, schwach kalkiger, etwas glimmeriger Tonstein (Nachfall); wenig dunkelgrauer, siltiger, kalkiger Tonstein (Nachfall); sporadisch Kluftkalzit; in Sp. 2143 m, 2144 m und Sp. 2157 m vereinzelte Belemnitenreste.";Lotharingien - Lias beta;Sbc;;jf;;;;;POINT (2539775 1173490);POINT (6.65103871477282 46.70988884418609);6.65103871477282;46.709888844186096
65992;2539775.0;1173490.0;660.56;Essertines_1;Essertines_1;I95RV03900;1963-07-22;B;geotherm;f;2936.1;2160.0;2165.0;"Tonstein, dunkelgrau, manchmal tiefdunkelgrau, wechselnd mäßig kalkig, weitgehend staubsand frei, schwach staubglimmerig, wenig Pyrit, sehr
fest; daneben in unterschiedlicher geringer Menge dunkelgrauer Mergelstein bis teilweise toniger Kalkstein, mehrfach übergehend in hell- bis mittelgrauen, tonigen, feinstkörnigen, mürben Kalkstein wie in Sp. 2135 - 2159 m; in Sp. 2164 m viel Nachfall von tiefdunkelgrauem, etwas kalkigem, splitterigem Tonstein.";Lotharingien - Lias beta;SkpTo;;jf;;;;;POINT (2539775 1173490);POINT (6.65103871477282 46.70988884418609);6.65103871477282;46.709888844186096
65993;2539775.0;1173490.0;660.56;Essertines_1;Essertines_1;I95RV03900;1963-07-22;B;geotherm;f;2936.1;2165.0;2193.0;"Kalkstein, dunkel- bis mittelgrau, häufig auch besonders an den Rändern der Cuttings- hell bis mittelgrau, tonig, vereinzelte Pyritfünkchen,
mikrokristallin, mäßig hart, bei hellgrauer Färbung fest bis mürbe und feinstkörnig; daneben in wechselnder, meist mäßiger Menge, viel in Sp. 2169 m, dunkelgrauer, kalkiger, etvvas glimmeriger, schwach pyritischer Tonstein; in Sp. 2188 m ein kleines, pyritisiertes Ammonitenbruchstück; sporadisch Kluftkalzit; besonders in Sp. 2185 - 2189 m Nachfall
von tiefdunkelgrauem, splitterigem Tonstein.";Lotharingien - Lias beta;Sbc;;jf;;;;;POINT (2539775 1173490);POINT (6.65103871477282 46.70988884418609);6.65103871477282;46.709888844186096
65990;2539775.0;1173490.0;660.56;Essertines_1;Essertines_1;I95RV03900;1963-07-22;B;geotherm;f;2936.1;2193.0;2200.0;"Mergelstein, dunkelgrau bis schwach mittelgrau, schwach glimmerig, sehr fest, häufig Übergänge in etwas helleren, tonigen, mäßig harten Kalkstein
oder auch hell- bis mittelgrauen, feinstkörnigen, tonigen, mürben Kalkstein; daneben in wechselnder Menge kalkiger, schwach glimmerstaubiger Tonstein.";Lotharingien - Lias beta;SkpMe;;jf;;;;;POINT (2539775 1173490);POINT (6.65103871477282 46.70988884418609);6.65103871477282;46.709888844186096
65991;2539775.0;1173490.0;660.56;Essertines_1;Essertines_1;I95RV03900;1963-07-22;B;geotherm;f;2936.1;2200.0;2205.0;Gestein wie in Sp. 2193 - 2199 m, in Sp. 2204 m besonders viel kalkiger, schwach glimmerstaubiger Tonstein.;Sinémurien + Hettangien - Lias alpha;SkpMe;;jfS;;;;;POINT (2539775 1173490);POINT (6.65103871477282 46.70988884418609);6.65103871477282;46.709888844186096
65994;2539775.0;1173490.0;660.56;Essertines_1;Essertines_1;I95RV03900;1963-07-22;B;geotherm;f;2936.1;2205.0;2219.0;"Kalkstein, dunkel- bis mittelgrau, oft ziemlich tonig, sporadisch Glimmer, wenig Pyrit, mikrokristallin, mäßig hart, z.T. splitterig, manchmal Cuttings randlich, gelegentlich auch durchgehend hell- bis mittelgrau, feinstkörnig, fest bis mürbe; daneben dunkelgrauer, manchmal hellerer, verschieden kalkiger Tonstein, mit wenig Feinstglimmer und Pyrit, sehr fest, stückig bis
splitterig; außerdem ab Sp. 2208 m in wechselnder Menge, ab Sp. 2217 m abnehmend, tiefdunkelgrauer, mäßig kalkiger, schwach glimmerstaubiger, wenig pyritischer Tonstein; sporadisch Kluftkalzit; ab Sp. 2216 m, besonders in Sp. 2219 m Kluftkalzitblättchen mit feinem uberzug aus Kalzitnadeln und schwacher Ölbräunung, Lumineszenz hellgelb; in Heißwasser ab Sp. 2216 m anfangs einzelne bis in Sp. 2219 m sehr viele stecknadelkopf große Olfünkchen mit mattgelber Lumineszenz.";Sinémurien + Hettangien - Lias alpha;Sbc;;jfS;;;;;POINT (2539775 1173490);POINT (6.65103871477282 46.70988884418609);6.65103871477282;46.709888844186096
65995;2539775.0;1173490.0;660.56;Essertines_1;Essertines_1;I95RV03900;1963-07-22;B;geotherm;f;2936.1;2219.0;2236.0;"17,6 m Gewinn
Tonstein, tiefdunkelgrau bis manchmal schwarzgrau, schwach kalkig, in einzelnen dem dicken Zonen mit höheren Kalkgehalt und bei gleichzeitiger
geringer Farbaufhellung übergehend in Tonmergelstein, praktisch staubsandfrei, schwach glimmerstaubig, gelegentlich geringfügig höherer Glimmergehalt, mäßig viel Pyritstaub, einzelne Schnüre feinster Pyritkügelchen, mehrfach kleine Pyritballen und - adern, vereinzelt eingebettet in dünner Kalzithülle (s. Berichte-pdf S. 101).";Sinémurien + Hettangien - Lias alpha;SkpMe;;jfS;;;;;POINT (2539775 1173490);POINT (6.65103871477282 46.70988884418609);6.65103871477282;46.709888844186096
65996;2539775.0;1173490.0;660.56;Essertines_1;Essertines_1;I95RV03900;1963-07-22;B;geotherm;f;2936.1;2236.0;2240.0;"Proben stark durch Nachfall verunreinigt; im wesentlichen grobe Cuttings aus tiefdunkelgrauem, kalkigem, schwach glimmerstaubigem, sehr festem Tonstein; daneben etwas, mäßig viel in Sp. 2239 m, dunkel- bis mittelgrauer Kalkmergelstein bis toniger Kalkstein; außerdem
dunkelgrauer, kalkiger Tonstein.";Sinémurien + Hettangien - Lias alpha;SkpTo;;jfS;;;;;POINT (2539775 1173490);POINT (6.65103871477282 46.70988884418609);6.65103871477282;46.709888844186096
65997;2539775.0;1173490.0;660.56;Essertines_1;Essertines_1;I95RV03900;1963-07-22;B;geotherm;f;2936.1;2240.0;2279.0;"Kalkmergelstein, verschieden dunkel- bis mittellgrau, wechselnd kalkig, Übergänge in tonigen Kalkstein, wenig Glimmer, wenig Pyrit, in Sp. 2240 m ein Bröckchen mit einzelnen Glaukonitkörnern, mikrokristallin, mäßig hart; daneben etwas, in Sp. 2242 m mäßig viel dunkel- bis schwach mittelgrauer Mergelstein bis kalkiger Tonstein; außerdem wechselnd mäßiger Gehalt, viel in Sp. 2247 m, 2249 m, 2250 m, 2271 m und 2274 m, am überwiegend tiefdunkelgrauem, mäßig kalkigem, wenig glimmerstaubigem, etwas splittrigem Tonstein; in Sp. 2267 m etwas hellgrauer, mürber Mergelstein; in Sp. 2278 m ein etwa 5 mm langer idiomorpher Quarzkristall; sporadisch Kluftkalzit, manchmal mit feiner Tapete aus Kalzitnadeln, in Sp. 2252 - 2256 m, 2263 - 2267 m, 2269 m, 2275 m und 2277 + 2278 m gelegehtlich mit geringer Olbräunung, Lumineszenz hellgelb, in Heißwasser Spülproben bis 2249 m und Sp. 2252 m, 2257 + 2258 m und Sp. 2278 m mit vielen, in den übrigen Proben mit wenigen bis stecknadelkopfgroßen, in Sp. 2278 m auch linsengroßen, mattgelb lumineszierenden Ölpünktchen, Proben mit viel Olfünkchen gelegentlich mit deutlichem Ölgeruch.";Sinémurien + Hettangien - Lias alpha;SkpKa;;jfS;;;;;POINT (2539775 1173490);POINT (6.65103871477282 46.70988884418609);6.65103871477282;46.709888844186096
65987;2539775.0;1173490.0;660.56;Essertines_1;Essertines_1;I95RV03900;1963-07-22;B;geotherm;f;2936.1;2279.0;2300.0;"Kalkstein bis Kalkmergelstein, mittel - bis dunkelgrau, an den Rändern auch hellgrau, wechselnd tonig, selten mit Tonhäutchen, auch
Stylolithen, wenig Pyrit, mäßig hart, stückig splitterig, an den Rändern manchmal nur fest und feinstkörnig, dann kantengerundete Cuttings;
in Sp. 2279 - 2281 m wenig, in Sp. 2282 - 2285 m und Sp. 2292 m sehr viel, darunter wechselnd mäßiger Gehalt an tiefdunkelgrauem bis schwarzgrauem Tonstein, schwach kalkig, schwach glimmerig, etwas Pyrit, einzelne Cuttings schwach siltig, mit wenig Kluftkalzit, sehr fest, oft
splitterig (überwiegend Nachfall); ab und an grobe Kalzitbröckchen von Kluftfüllungen; in Sp. 2295 m sehr wenige dunkel-mittelgraue, feinkörnige, feste Kalkmergelsteinbröckchen (?Nachfall); in Sp. 2299 m wenig dunkelgrauer, fast kalkfreier, z.T. ziemlich glimmerstaubiger, staubsandiger Tonsandstein (wohl Nachfall); in Sp. 2299 m ein etwa 3 mm langer Quarzkristall; in Sp. 2292 m ein schwach pyritisiertes Amonitenbruchstück (Nachfall); in Sp. 2279 - 2281 m, 2292 m, 2293 - 2295 m selten Kluftkalzitbröckchen mit dünner Tapete von
Kalzitnadeln, überzogen mit dunklem Ölfilm; in Sp. 2299 m mehrfach braune, grobe Kalzitbröckchen mit positivem Chloroformauszug.";Sinémurien + Hettangien - Lias alpha;Sbc;;jfS;;;;;POINT (2539775 1173490);POINT (6.65103871477282 46.70988884418609);6.65103871477282;46.709888844186096
