bh_pub_index;bh_pub_XCOORD;bh_pub_YCOORD;bh_pub_ZCOORDB;bh_pub_ORIGNAME;bh_pub_NAMEPUB;bh_pub_SHORTNAME;bh_pub_BOHREDAT;bh_pub_BOHRTYP;bh_pub_GRUND;bh_pub_RESTRICTIO;bh_pub_TIEFEMD;bh_pub_DEPTHFROM;bh_pub_DEPTHTO;bh_pub_LAYERDESC;bh_pub_ORIGGEOL;bh_pub_LITHOLOGY;bh_pub_LITHOSTRAT;bh_pub_CHRONOSTR;bh_pub_TECTO;bh_pub_USCS1;bh_pub_USCS2;bh_pub_USCS3;bh_pub_geometry;bh_pub_geom4326;bh_pub_x4326;bh_pub_y4326
65746;2539775.0;1173490.0;660.56;Essertines_1;Essertines_1;I95RV03900;1963-07-22;B;geotherm;f;2936.1;114.0;116.0;"Siltmergelstein, schmutzigrotbraun und besonders ab Sp. 110 m vorwiegend gelblichgrau, helloliv- und violettfleckig, sehr selten auch dunkelgrauviolett, Silt- und Kalkgehalt wechselnd, stellenweise feinsandig, die dunkelgrauviolette Varietät z.T. nur wenig kalkig, i.a. mäßig, in Sp. 104 m stärker glimmerstaubig bis feinglimmerig, fest, i.a. selten, in Sp. 102 m häufiger als schwach siltiger und glimmerstaubiger Mergel- bis Tonmergelstein vorliegend; daneben, untergeordnet und meist in größeren Bröckchen Feinmittel- seltener auch Feinsandstein , verschieden grünlichgrau, sonst wie in Sp . 96 + 98 m, ab Sp. 106 m jedoch stärker feinglimmerig; in Sp . 100 m spärlich, in 102 m zahlreiche weißgraue Zementbröckchen; in Sp. 108 m 2 - 3 größere, in Sp . 110 m einzelne winzige Kalzitbröckchen.";Untere Süsswassermolasse;Vlit402_023;;poC;;;;;POINT (2539775 1173490);POINT (6.65103871477282 46.70988884418609);6.65103871477282;46.709888844186096
65747;2539775.0;1173490.0;660.56;Essertines_1;Essertines_1;I95RV03900;1963-07-22;B;geotherm;f;2936.1;116.0;118.0;"Feinmittelsandstein, grünlichgrau, Korngröße um 0,1 mm, ziemlich kalkig, häufig helle, fein- bis mittelkörnige Glimmerblättchen, zahlreiche grüne Mineralkörner, selten auch rötliche Quarze und weiße, kaolinisierte Feldspatreste, fest, schwach absandend; daneben auch Feinmittelsandstein, gelblichgrau, grünstichig, sonst wie oben; ca. 40 % Silt- bis Siltrnergelstein, grünlich und gelblichgrau, z.T. braunstichig und schmutzigrotbraun, glimmerstaubig, fest; untergeordnet Tonmergelstein, schmutzig-rotbraun, olivfleckig, selten schmutzig-grauviolett, schwach kalkig, feinstglimmerstaubig.";Untere Süsswassermolasse;Vlit402_009;;poC;;;;;POINT (2539775 1173490);POINT (6.65103871477282 46.70988884418609);6.65103871477282;46.709888844186096
65737;2539775.0;1173490.0;660.56;Essertines_1;Essertines_1;I95RV03900;1963-07-22;B;geotherm;f;2936.1;118.0;124.0;"Siltmergelsten, hellolivgrau, braunfleckig und etwas weniger häufig schmutzig-rotbraun, unterschiedlich siltig, stellenweise als Siltstein vorliegend, glirnmerstaubig bis feinglimmerig, fest, unregelmäßig bröckelig brechend; ferner (mit Ausnahme von Sp. 12 0 m) untergeordnet Tonmergelstein, schmutzig- rotbraun, dunkelbraun marmoriert und gelb - bis grünlichgrau, olivfleckig, ausnahmsweise auch hellmittelgrau, schwach siltig und glimmerstaubig, wenig fest, mild, etwas blätterig brechend; daneben in Sp. 118 m 15 %, in. Sp. 120 m sehr wenig Feinmittelsandstein wie in Sp. 116 m, meist als größere Brocken.";Untere Süsswassermolasse;Vlit402_023;;poC;;;;;POINT (2539775 1173490);POINT (6.65103871477282 46.70988884418609);6.65103871477282;46.709888844186096
65738;2539775.0;1173490.0;660.56;Essertines_1;Essertines_1;I95RV03900;1963-07-22;B;geotherm;f;2936.1;124.0;132.0;"Feinsandstein, hellgrünlichgrau, Korngröße unter 0,1 mm, teils in Silt übergehend, nur gelegentlich feinmittelkörnig, ziemlich kalkig, schwach tonig, feinglimmerig bis glimmerstaubig, fest, bröckelig brechend; daneben untergeordnet Silt- bis Tonmergelstein, schmutzig-rotbraun und grünlichgrau, wechselnd siltig und glimmerstaubig, fest; in Sp . 1 26 m wenig Feinmittelsandstein, hellgrünlichgrau, Korngröße um 0,2 mm, mäßig bis stark kalkig, reichlich, besonders auf Schichtflächen fein- bis mittelkörnige Glimmerblättchen, fest; ferner einzelne Bröckchen eines hellmittelgrauen, blaßrotbraunflechigen, dolomitischen Kalksteins.";Untere Süsswassermolasse;Vlit402_009;;poC;;;;;POINT (2539775 1173490);POINT (6.65103871477282 46.70988884418609);6.65103871477282;46.709888844186096
65760;2539775.0;1173490.0;660.56;Essertines_1;Essertines_1;I95RV03900;1963-07-22;B;geotherm;f;2936.1;132.0;138.0;"Feinmittelsandstein, hellgrünlichgrau, Korngröße um 0,2 mm, in Sp. 132 m bis 0,3 mm, ziemlich kalkig, schwach tonig, reichlich (besonders stellenweise) fein- bis mittelkörnige, helle Glimmer, häufig grünliche Mineralkörner und Reste von weißen, kaolinisierten Feldspäten, seltener rötliche Quarze, fest, bröckeliger Bruch, in Sp. 132 m etwas abnehmend; daneben wenig, in Sp. 132 m zu nehmend Siltmergel- bis Tonmergelstein, gelbgrau und Violett-rotbraun, siltig und glimmerstaubig; untergeordnet Feinmittelsandstein wie in Sp. 124 + 126 m; sehr vereinzelt weißgraue Zementbröckchen.";Untere Süsswassermolasse;Vlit402_028;;poC;;;;;POINT (2539775 1173490);POINT (6.65103871477282 46.70988884418609);6.65103871477282;46.709888844186096
65761;2539775.0;1173490.0;660.56;Essertines_1;Essertines_1;I95RV03900;1963-07-22;B;geotherm;f;2936.1;138.0;140.0;"Tonmergelstein, gelblich- bis bräunlichgrau und schmutzig-rotbraun , ocker- und violettfleckig, verschieden siltig und glimmerstaubig, fest, z.T. mild, bröckelig brechend, auch etwas schmandig; ferner sehr untergeordnet Silt- und Feinsandstein, grünlichgrau, schwach tonig, ziemlich kalkig, häufig helle, fein - bis mittelkörnige Glimrnerblättchen, fest; sehr vereinzelt, in Sp. 136 m ca. 10 % Feinmittelsandstein wie in Sp. 128 - 132 m.";Untere Süsswassermolasse;Vlit402_028;;poC;;;;;POINT (2539775 1173490);POINT (6.65103871477282 46.70988884418609);6.65103871477282;46.709888844186096
65756;2539775.0;1173490.0;660.56;Essertines_1;Essertines_1;I95RV03900;1963-07-22;B;geotherm;f;2936.1;140.0;142.0;"Ton- bis Tonmergelstein, schmutziggrau- violett, selten olivgrünfleckig, wechselnd kalkig, meist mäßig siltig, reichlich feinstglimmerig, fest, mild, bröckelig brechend; daneben ca. 30% Tonmergelstein wie in Sp. 134 - 138 m, meist in gröberen Bröckchen, sowie ebenfalls grobbröckeliger Feinmittelsandstein, hellmittelgrau und grünlichgrau, Korndruchmesser um 0,2 mm, mäßig bis stark kalkig, fein- bis mittel-, z.T. auch grobglimmerig, grünliche, glimmerähnliche Mineralkörner.";Untere Süsswassermolasse;Vlit402_026;;poC;;;;;POINT (2539775 1173490);POINT (6.65103871477282 46.70988884418609);6.65103871477282;46.709888844186096
65762;2539775.0;1173490.0;660.56;Essertines_1;Essertines_1;I95RV03900;1963-07-22;B;geotherm;f;2936.1;142.0;144.0;"Tonmergelstein, bräunlich- bis gelbgrau, schmutzig-rotbraun, olivfleckig, meist schwach, z.T. auch mäßig siltig, glimmerstaubig, fest; selten Ton- bis Tonmergelstein, dunkelgrau violett, sonst wie oben; daneben wenig Feinmittlesandstein wie in Sp. 140 m und grünlichgraue, kalkige, feinglimmerige Feinsandsteinbröckchen.";Untere Süsswassermolasse;Vlit402_028;;poC;;;;;POINT (2539775 1173490);POINT (6.65103871477282 46.70988884418609);6.65103871477282;46.709888844186096
65763;2539775.0;1173490.0;660.56;Essertines_1;Essertines_1;I95RV03900;1963-07-22;B;geotherm;f;2936.1;144.0;146.0;"Silt- bis Feinsandstein, hellolivgrau; ziemlich kalkig, sehr schwach tonig, feinglimmerig, fest, bröckelig brechend; untergeordnet Tonmergelstein, schmutzig- rotbraun und bräunlichgrau, +siltig und etwas glimmerstaubig, fest; daneben hellmittelgraugrünliche, kalkige, feinglimmerige, feste Feinmittelsandsteinbröckchen.";Untere Süsswassermolasse;Vlit402_025;;poC;;;;;POINT (2539775 1173490);POINT (6.65103871477282 46.70988884418609);6.65103871477282;46.709888844186096
65765;2539775.0;1173490.0;660.56;Essertines_1;Essertines_1;I95RV03900;1963-07-22;B;geotherm;f;2936.1;146.0;148.0;"Tonstein, dunkelgrau olivstichig, z.T. schwach kalkig, schwach siltig, feinstglimmerstaubig, wenig fest bis fest, z.T. zu Schmand zerbohrt, mild, bröckelig brechend; daneben viel Ton- bis Siltmergelstein, grünlichgrau und bräunlichgrau auch schmutzig - blaßrotbraun, z.T. violettstichig, glimmerstaubig, fest; ferner sehr untergeordnet, meist in gröberen Splittern, Feinrnittßlsandstein, gelblichgrau, mäßig stark kalkig, z.T. schwach tonig, fein - bis mittel glimmerig fest, sowie Feinmittelsandstein wie in Sp. 128 - 132 m.";Untere Süsswassermolasse;Vlit402_026;;poC;;;;;POINT (2539775 1173490);POINT (6.65103871477282 46.70988884418609);6.65103871477282;46.709888844186096
65766;2539775.0;1173490.0;660.56;Essertines_1;Essertines_1;I95RV03900;1963-07-22;B;geotherm;f;2936.1;148.0;150.0;"Tonmergelstein, schmutzig-rotbraun, violett stichig, selten dunkelgrauoliv, Kalkgehalt wechselnd, z.T. auch kalkfrei, schwach siltig, glimmerstaubig, wenig fest bis fest; ferner reichlich Feinsandstein, hellgelblichgrau bis hellgrünlichgrau, kalkig, schwach tonig, feinglimmerig fest; untergeordnet, meist in grösseren Splittern Feinmittel sandstein, hell graugrünstig, Korngrößen um 0,2 mm, max . bis 0,3 mm, mäßig stark kalkig, helle und dunkle, fein bis mittelkörnige Glimmer, häufig grünliche, glimmerähnliche Mineralkörner, selten auch rötlich gefärbte Quarze.";Untere Süsswassermolasse;Vlit402_028;;poC;;;;;POINT (2539775 1173490);POINT (6.65103871477282 46.70988884418609);6.65103871477282;46.709888844186096
65757;2539775.0;1173490.0;660.56;Essertines_1;Essertines_1;I95RV03900;1963-07-22;B;geotherm;f;2936.1;150.0;152.0;"Mittelsandstein, hellgrau, schwach grünstichig, durchschnittliche Korngröße 0,2 - 0,3 mm, ziemlich kalkig, zahlreiche grünliche Mineralkörner, seltener rötliche Quarze und kaolinisierte feldspatreste, feinglimmerig, wenig fest bis mürb, gut absandend, z.T. zermahlen, porös, in der Probe ca. 80 % ausmachend; untergeordnet Tonmergelstein wie in Sp. 148 m, z.T. schwach kalkig.";Untere Süsswassermolasse;Vlit402_009;;poC;;;;;POINT (2539775 1173490);POINT (6.65103871477282 46.70988884418609);6.65103871477282;46.709888844186096
65758;2539775.0;1173490.0;660.56;Essertines_1;Essertines_1;I95RV03900;1963-07-22;B;geotherm;f;2936.1;152.0;154.0;"Tonmergelstein, schmutzig-blaßrotbraun, z.T. auch ockerbräunlich gefleckt, verschieden, meist schwach siltig, feinstglimmerstaubig, fest; daneben wenig Tonstein, dunkelgrauoliv, z.T. schwach kalkig und siltig, feinstglimmerstaubig, wenig fest; untergeordnet Feinsandstein, gelblichgrau, grünstichig, kalkig, feinglimmmerig, fest bis sehr fest; ca. 15 % Mittelsandstein wie wie in Sp. 150 m, z.T. mit dunklen Glimmerblättchen.";Untere Süsswassermolasse;Vlit402_028;;poC;;;;;POINT (2539775 1173490);POINT (6.65103871477282 46.70988884418609);6.65103871477282;46.709888844186096
65759;2539775.0;1173490.0;660.56;Essertines_1;Essertines_1;I95RV03900;1963-07-22;B;geotherm;f;2936.1;154.0;158.0;"Fein- bis Feinmittelsandstein, hellolivgrau, Korngröße um 0,1 mm, max. bis 0,2 mm, ziemlich kalkig, schwach tonig, dunkle, glimmerähnliche Mineralkörner, i.a. schwach fein glimmerig, fest bis sehr fest; daneben Ton- und Tonmergelstein wie in Sp . 152 m; ca. 5% Mittelsandstein wie in Sp. 150 m; ferner 2-3 kleinere, schwärzliche, kohlig-tonige Bröckchen.";Untere Süsswassermolasse;Vlit402_009;;poC;;;;;POINT (2539775 1173490);POINT (6.65103871477282 46.70988884418609);6.65103871477282;46.709888844186096
65810;2539775.0;1173490.0;660.56;Essertines_1;Essertines_1;I95RV03900;1963-07-22;B;geotherm;f;2936.1;158.0;160.0;"Feinmittelsandstein, hellgrunlichgrau und (besonders in Sp. 156 m häufig) blaßrostbraun, z.T. etwas violettfleckig, Korngröße bis 0,2 mm, mäßig stark kalkig, häufig helle und dunkle, fein-, mittel-, selten auch grobkörnige Glimmerblättchen (z.T. in Lagen angereichert), grünliche Mineralkörner, fest; ferner Tonmergelstein, schmutzig-rotbraun und hellolivgrau, verschieden siltig, feinstglimmerig, fest; daneben etwas Tonstein wie in Sp. 152 m; in Sp. 158 m wenig Mittelsandstein, hellgraugrunlich, Korngröße bis 0,3 mm, z .T. sogar etwas darüber, mäßig stark kalkig, grünliche Mineralkörner, selten weiße, kaolinisierte Feldspatreste und blaßrötliche Quarze, fest, etwas absandend, porös.";Untere Süsswassermolasse;Vlit402_009;;poC;;;;;POINT (2539775 1173490);POINT (6.65103871477282 46.70988884418609);6.65103871477282;46.709888844186096
65811;2539775.0;1173490.0;660.56;Essertines_1;Essertines_1;I95RV03900;1963-07-22;B;geotherm;f;2936.1;160.0;162.0;"Mittelsandstein, hellgraugrunlich, Korngröße um 0.3 mm, z.T. auch darüber, reichlich kalkig, z.T. schwach tonig, häufig mit glimmerähnlichen Mineralkörnern, helle und dunkle Glimmerblättchen, selten weissliche Kaolinreste und blassrötliche Quarze, wenig fest, absandend, z.T. als lockerer Schmand voliegend; daneben wenig hellgraugrünliche, kalkige, feinglimmerige, feste feinsandsteinbröckchen und Tonmergelstein wie in Sp. 152 m.";Untere Süsswassermolasse;Vlit402_009;;poC;;;;;POINT (2539775 1173490);POINT (6.65103871477282 46.70988884418609);6.65103871477282;46.709888844186096
65812;2539775.0;1173490.0;660.56;Essertines_1;Essertines_1;I95RV03900;1963-07-22;B;geotherm;f;2936.1;162.0;164.0;"Ton- bis Tonmergelstein, gelbgrau, blaßrotbraun, wechselnd siltig, glimmerstaubig, fest, z.T. grobsplitterig; daneben 20 % Mittelsandstein wie in Sp. 160 m; ferner ca. 30% Feinmittel- bis Feinsandstein wie in Sp. 156+158 m.";Untere Süsswassermolasse;Vlit402_026;;poC;;;;;POINT (2539775 1173490);POINT (6.65103871477282 46.70988884418609);6.65103871477282;46.709888844186096
65813;2539775.0;1173490.0;660.56;Essertines_1;Essertines_1;I95RV03900;1963-07-22;B;geotherm;f;2936.1;164.0;172.0;"Mittelsandstein, hellgraugrünstichig, Korngröße 0,2 - 0,3 m, mäßig stark kalkig, häufig grüne Mineralkörner, weiße, kaolinisierte Feldspäte, selten blaßrötliche Quarze, i.a. schwach feinglimmerig, fest, absandend, teilweise durch Korngrößenabnahme in tonigen Feinmittelsandstein übergehend; wenig Ton- bis Tonmergelstein wie in Sp. 162 m.";Untere Süsswassermolasse;Vlit402_009;;poC;;;;;POINT (2539775 1173490);POINT (6.65103871477282 46.70988884418609);6.65103871477282;46.709888844186096
65805;2539775.0;1173490.0;660.56;Essertines_1;Essertines_1;I95RV03900;1963-07-22;B;geotherm;f;2936.1;172.0;174.0;"Feinmittelsandstein, hellgraugrünstichig, in Sp. 168 und 172 m überwiegend gelbbräulichgrau, ziemlich kalkig, schwach tonig, reichlich oft in Lagen angereicherten Feinglimmer führend, in Sp. 170 m z.T. in Siltstein übergehend; etwas untergeordnet Mergelton- bis Tonmergelstein, mittelgraugrünlich und schmutzig-rotbraun, verschieden siltig und glimmerstaubig, fest; in Sp. 168 m spärlich Tonstein, schmutzig-dunkel-grauviolett, z.T. schwach kalkig, schwach siltig, glimmerstaubig; einzelne Mittelsandsteinbröckchen wie in Sp. 164 m.";Untere Süsswassermolasse;Vlit402_009;;poC;;;;;POINT (2539775 1173490);POINT (6.65103871477282 46.70988884418609);6.65103871477282;46.709888844186096
65806;2539775.0;1173490.0;660.56;Essertines_1;Essertines_1;I95RV03900;1963-07-22;B;geotherm;f;2936.1;174.0;178.0;"Feinmittelsandstein, hellolivgrau bis bräunlichgrau, Korngröße um 0,1 mm, ziemlich kalkig, schwach tonig, reichlich feinglimmerig, fest; daneben wenig Mergelton- bis Tonmergelstein wie in Sp. 166-172 m; spärlich Tonstein,  dunkelgr2uviolett , z.T. schwachkalkig, etwas siltig und feinstglimimerstaubig, wenig fest.";Untere Süsswassermolasse;Vlit402_009;;poC;;;;;POINT (2539775 1173490);POINT (6.65103871477282 46.70988884418609);6.65103871477282;46.709888844186096
65801;2539775.0;1173490.0;660.56;Essertines_1;Essertines_1;I95RV03900;1963-07-22;B;geotherm;f;2936.1;178.0;180.0;"Tonmergel- bis Tonstein, helloliv-, hellmittel- und bräunlichgrau, auch dunkelrotbraun und dunkelgrauviolett, i.a. schwach glimmerstaubig, fest, bröckelig brechend, z.T. zerbohrt; ferner, meist in gröberen Splittern viel Fein-mittelsandstein wie in Sp. 174 m; vereinzelt Mittelsandstein bröckchen wie in Sp. 164 m.";Untere Süsswassermolasse;Vlit402_028;;poC;;;;;POINT (2539775 1173490);POINT (6.65103871477282 46.70988884418609);6.65103871477282;46.709888844186096
65807;2539775.0;1173490.0;660.56;Essertines_1;Essertines_1;I95RV03900;1963-07-22;B;geotherm;f;2936.1;180.0;182.0;"Feinmittelsandstein, hellgrau, schwach grün-, z.T. auch braunstichig, ziemlich kalkig, schwach tonig, feinglimmerig, grünliche Mineralkörner, selten blaßrötliche Quarze; daneben wenig hellmittelgraue, mäßig stark kalkige, feinglimmerige, feste bis sehr feste Feinmittelsandsteinbröckchen; ferner Tonmergel- bis Tonstein wie in Sp. 176 + 178 m, teils verschmandet.";Untere Süsswassermolasse;Vlit402_009;;poC;;;;;POINT (2539775 1173490);POINT (6.65103871477282 46.70988884418609);6.65103871477282;46.709888844186096
65808;2539775.0;1173490.0;660.56;Essertines_1;Essertines_1;I95RV03900;1963-07-22;B;geotherm;f;2936.1;182.0;198.0;"Ton- bis Tonmergelstein, bunt mit blaßen graugelben violetten, bräunlichen, olivgrauen (besonders in Sp. 190 und 192 m). i.a. seltener, in Sp. 194 m aber häufiger auch dunkel-grau-violetten Farbtönen, ab Sp. 184 m etwas weniger bunt, schwach siltig, glimmerstaubig, fest, mild, z.T. schmandig zerbohrt, in Sp. 184 m teilweise blätterig spaltend, ab Sp. 184 m zunehmend siltig und in Sp. 186 und 190 m in tonigen und kalkigen Siltstein übergehend; daneben meist als gröbere Bröckchen, wenig Feinmittelsandstein wie in Sp. 180 m.";Untere Süsswassermolasse;Vlit402_026;;poC;;;;;POINT (2539775 1173490);POINT (6.65103871477282 46.70988884418609);6.65103871477282;46.709888844186096
65809;2539775.0;1173490.0;660.56;Essertines_1;Essertines_1;I95RV03900;1963-07-22;B;geotherm;f;2936.1;198.0;204.0;"Silt- bis Feinsandstein, hellolivgrau, mittelgrau und dunkelrotbraun, meist ziemlich kalkig, mäßig tonig, glimmerstaubig bis feinglimmerig, fest, bröckelig brechend; daneben reichlich Ton- bis Tonmergelstein wie in Sp. 182 - 196 m; ferner wenig, in Sp. 200 m etwas häufiger mittelgraugrünstichige, kalkige, glimmerstaubige Feinsandsteinbröckchen.";Untere Süsswassermolasse;Vlit402_025;;poC;;;;;POINT (2539775 1173490);POINT (6.65103871477282 46.70988884418609);6.65103871477282;46.709888844186096
65814;2539775.0;1173490.0;660.56;Essertines_1;Essertines_1;I95RV03900;1963-07-22;B;geotherm;f;2936.1;204.0;206.0;"Tonmergelstein, olivgrau, seltener bräunlichgrau und schmutzig- dunkelrotbraun, i.a. schwach siltig, schwach glimmerstaubig, fest, bröckelig brechend , z . T. schmandig zerbohrt; daneben untergeordnet Silt- bis Feinsandstein wie in Sp. 198 - 202 m.";Untere Süsswassermolasse;Vlit402_028;;poC;;;;;POINT (2539775 1173490);POINT (6.65103871477282 46.70988884418609);6.65103871477282;46.709888844186096
65815;2539775.0;1173490.0;660.56;Essertines_1;Essertines_1;I95RV03900;1963-07-22;B;geotherm;f;2936.1;206.0;208.0;"Feinmittelsandstein, hellgrau, grünstichig, durchschnittliche Korngröße 0,2 mm, mäßig stark kalkig, häufig grünliche, glimmerähnliche Mineralkörner, rötliche Quarze, feinglimnerig, fest; danebenviel Tonmergelstein, olivgrau und mittelgrau, +wenig Siltstein, mittelgrau, stark kalkig, z.T. feinsandig, feinglimmerig, fest, bröckeliger Bruch.";Untere Süsswassermolasse;Vlit402_009;;poC;;;;;POINT (2539775 1173490);POINT (6.65103871477282 46.70988884418609);6.65103871477282;46.709888844186096
65817;2539775.0;1173490.0;660.56;Essertines_1;Essertines_1;I95RV03900;1963-07-22;B;geotherm;f;2936.1;208.0;214.0;"Mittelsandstein, mittelgrau, grünstichig, Korngrößen um 0,2 - 0,3 mm, in Sp. 210 und Sp. 214m häufig, in Sp. 212 m seltener bis 0,5 mm, ziemlich kalkig, ab Sp. 212 m größtenteils stärker kalkig, sehr wenige, meist grünliche, glimmerähnliche Mineralien, viele dunkle, seltener helle , mittel- bis grobkörnige Glimmerblättchen, weißverwitterte Feldspäte und blaßrötliche Quarze, Sandsteinkomponenten mäßig gut sortiert und gerundet, fest bis sehr fest, teils schwach absandend; daneben spärlich Silt- und Feinsandstein, grunlichgrau, maßig stark kalkig, ziemlich feinglimmerig, fest; sowie Tonmergelstein wie in Sp. 204 m; ganz vereinzelt Tonstein, schmutziggrauviolett, + siltig, feinglimmerig, fest (s. pdf S. 22).";Untere Süsswassermolasse;Vlit402_009;;poC;;;;;POINT (2539775 1173490);POINT (6.65103871477282 46.70988884418609);6.65103871477282;46.709888844186096
65818;2539775.0;1173490.0;660.56;Essertines_1;Essertines_1;I95RV03900;1963-07-22;B;geotherm;f;2936.1;214.0;219.0;"Feinmittelsandstein, grünlichhellgrau bis günlichgrau, durcschnitliche Korngrösse 0,2 - 0,3 mm, max . bis 0,4 mm, Komponenten mäßig gut gerundet und sortiert, mäßig stark kalkig; von ca. 0,85 - 1,35 m, 1,52 - 1,86 m und von 2,25 m u. Kopf bis Krone stärker bis stark kalkig; sehr schwach tonig; bei 1,30 m u. Kopf und an der Krone vereinzelte olivgrün Tonmergelgallen bis max. 2 cm Grösse, meist jedoch kleiner; häufig mittel- bis grobkörnige, helle und dunkle Glimmerbltittchen bis max. 2 mm Größe; zahlreiche grünliche, glimmerähnliche Mineralkörner, i.a. selten rosafarbene Quarze und weißliche kaolinisierte Feldpäte; fest, Schwach absandend, in den stärker kalkigen Partien mittelhart bis hart, nicht absandend, mässig rauh, mässig bis gut porös, in den kalkigeren Teilen schwach bis sehr schwach porös (s. pdf S. 22)";Untere Süsswassermolasse;Vlit402_009;;poC;;;;;POINT (2539775 1173490);POINT (6.65103871477282 46.70988884418609);6.65103871477282;46.709888844186096
65819;2539775.0;1173490.0;660.56;Essertines_1;Essertines_1;I95RV03900;1963-07-22;B;geotherm;f;2936.1;219.0;230.8;"Silt- bis Feinsandstein, grünlichmittelgrau, olivstichig, Korngrößen max. bis 0,1 mm, mässig stark, unmittelbar am Kopf schwächer kalkig, zahlreiche fein- bis mittelkörnige Glimmerblättchen und grünliche Mineralkörner; sehr fest bis mittelhart, dicht.";Untere Süsswassermolasse;Vlit402_025;;poC;;;;;POINT (2539775 1173490);POINT (6.65103871477282 46.70988884418609);6.65103871477282;46.709888844186096
65816;2539775.0;1173490.0;660.56;Essertines_1;Essertines_1;I95RV03900;1963-07-22;B;geotherm;f;2936.1;230.8;234.0;"Staub- bis Feinsandstein, hellmittelgrau, schwach grünstichig, ziemlich kalkig, schwach, z.T. auch stärker tonig, häufig fein- bis mittelkörnige Glimmerblättchen, fest, bröckeliger Bruch; daneben Tonmergelstein, hellgrünlichgrau, braunstichig, auch braungelblich und dunkelrotbraun, selten dunkel grauviolett, unterschiedlich siltig und glimmerstaubig, fest; i.a. wenig Tonmergelstein, mittelbraun, graustichig, kaum siltig, schwach bis mäßig feinglimrnerig, wenig fest, z.T. blätterig brechend; vereinzelt Mittelsandstein, hell bis mittelgrünlichgrau, Korngrößen bis 0,3 mm, mäßig starkkalkig, z.T. rötliche Quarze, weißliche, kaolinisierte Feldspäte, zahlreiche helle, mittelkörnige Glimmerblättchen, reichlich grünliche und dunkle Mineralkörner, fest, porös, meist als gröbere Bröckchen vorliegend; ca. 15% mittelgraue und bräunliche, feinsandige Schmandbröckchen.";Untere Süsswassermolasse;Vlit402_009;;poC;;;;;POINT (2539775 1173490);POINT (6.65103871477282 46.70988884418609);6.65103871477282;46.709888844186096
65820;2539775.0;1173490.0;660.56;Essertines_1;Essertines_1;I95RV03900;1963-07-22;B;geotherm;f;2936.1;234.0;240.0;"Feinmittelsandstein, hellmittelgrau, Korngrößen bis 0,2 mm, mäßig, in Sp. 236 m stärker kalkig, schwach tonig, helle und dunkle, z.T. in Lagen angereicherte, fein- bis mittelkörnige Glimmerblättchen, fest, bröckelig brechend, selten zu sandig- tonigem Schmand zerbohrt; untergeordnet Staub - bis Feinsandstein wie in Sp. 232 m, in Sp. 236 m sehr wenige in feinsandigen Kalkstein übergehende, feste Bröckchen; daneben ca. 10 % Tonmergelstein und wenig Mittelsandstein wie in Sp. 232 m; in Sp. 236 + 238 m ca. 40 % Tonmergelstein, gelbbraun und mittelgrau, z.T. olivstichig, verschieden schwach siltig, glimmerstaubig, fest, bröckelig brechend, teils verschmandet; ganz vereinzelt Ton- bis Tonmergelstein, dunkelrotbraun und dunkelgrauviolett, + siltig und glimmerstaubig, wenig fest (s. pdf S. 27).";Untere Süsswassermolasse;Vlit402_009;;poC;;;;;POINT (2539775 1173490);POINT (6.65103871477282 46.70988884418609);6.65103871477282;46.709888844186096
65821;2539775.0;1173490.0;660.56;Essertines_1;Essertines_1;I95RV03900;1963-07-22;B;geotherm;f;2936.1;240.0;242.0;"Fein- bis Feinmittelsandstein, hellgraugrünstichig, Korngrößen bis 0,2 mm, mäßig bis stark kalkig, schwach tonig, reichlich fein bis mittelkörnige, dunkle und helle Glimmerblättchen, sehr fest, bröckeliger, z.T. splitteriger Bruch; wenig Mittelsandstein, mittelgraugrünlich, auch bräunlichgrau, durchschnittliche Korngrößen 0,3 - 0,5 mm, mäßig kalkig, zahlreiche grünliche Mineralkörner, helle und dunkle· Glimmerblättchen, selten blaßrötliche Quarze und weißliche, verwitterte Feldspäte; daneben ca. 40 % Tonmergelstein, schmutzigrotbraun und olivgrau, olivgrauer Tonmergelstein i.a. schwach rotbrauner Tonstein vershieden bis mäßig siltig, glimmerstaubig, fest, untergeordnet zu Schmand zerbohrt, spärlich dunkelgrauvioletter Ton- bis Tonmergelstein wie in Sp. 234 - 238 m (s. pdf S. 28).";Untere Süsswassermolasse;Vlit402_009;;poC;;;;;POINT (2539775 1173490);POINT (6.65103871477282 46.70988884418609);6.65103871477282;46.709888844186096
65822;2539775.0;1173490.0;660.56;Essertines_1;Essertines_1;I95RV03900;1963-07-22;B;geotherm;f;2936.1;242.0;248.0;"Mittelsandstein, dunkelgrünlichgrau, z.T. braunstichig, durchschnittliche Korngröße 0,2 - max. 0,5 mm, schwach bis mäßig, selten stärker kalkig, schwach tonig, reichlich grünliche Mineralkörner, meist dunkle, seltener helle, mittelkörnige Glimmerblättchen, selten blaßrötliche Quarze, wenig fest, etwas mehlig, häufig zu sandigem Schmand zerbohrt; daneben ca. 10 % Tonmergelstein, schmutzig rotbraun bis olivgrau wie in Sp. 240 m (s. pdf S. 28).";Untere Süsswassermolasse;Vlit402_009;;poC;;;;;POINT (2539775 1173490);POINT (6.65103871477282 46.70988884418609);6.65103871477282;46.709888844186096
